ResourceID,Creation_carried_out_by,Name_content,Name_language,Name_type,Language,is_about
91a29531-8241-4f22-b96b-dd3ac74a6acc,"[{'resourceId': '4d1c5b38-2e05-486e-ab17-61cfcf9e93b1', 'ontologyProperty': '', 'resourceXresourceId': '8ac5a6a8-bfeb-11ea-9f58-024e0d439fdb', 'inverseOntologyProperty': ''}]",Scientific Report on Leaf from a Gospel Book or New Testament,bc35776b-996f-4fc1-bd25-9f6432c1f349,"8f40c740-3c02-4839-b1a4-f1460823a9fe,9a5d8d6e-bfdd-46cc-a4d5-a529a3af783b",bc35776b-996f-4fc1-bd25-9f6432c1f349,"[{'resourceId': 'a22d754a-51fb-4759-b62a-9ecef6416e64', 'ontologyProperty': 'http://www.cidoc-crm.org/cidoc-crm/P67_refers_to', 'resourceXresourceId': '', 'inverseOntologyProperty': 'http://www.cidoc-crm.org/cidoc-crm/P65i_is_referred_to_by'}]"
