ResourceID,begin of the begin,begin of the begin,begin of the begin,begin of the end,begin of the end,begin of the end,carried out by,carried out by,caused by,caused by,content,content,content,content,content,content,content,content,content,content,content,content,content,content,content,content,content,content,content,content,content,content,content,content,content,during,during,during,end of the begin,end of the begin,end of the begin,end of the end,end of the end,end of the end,ends before,ends before,ends before,exact match,highest possible value,highest possible value,highest possible value,highest possible value,influence,influence,influence,initiated,is about,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,_label,language,language,language,language,language,language,language,language,language,language,language,language,language,language,language,language,language,language,language,language,language,location,location,location,lowest possible value,lowest possible value,lowest possible value,lowest possible value,part of,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,source,starts after,starts after,starts after,subject,technique,technique,technique,terminated,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,type,unit,unit,unit,unit,used object,used object,used object,value,value,value,value
6273d474-4c94-46ec-9ff8-d8708e3592e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),English (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
