2501.5	5671.76
2500.79	5724.54
2500.08	5217.04
2499.37	5283.03
2498.65	5183.71
2497.94	5133.65
2497.23	5280.49
2496.52	5251.52
2495.81	5155.78
2495.1	5249.83
2494.39	5315.74
2493.68	5227.07
2492.96	5278.91
2492.25	5425.56
2491.54	5329.88
2490.83	5020.1
2490.12	5373.8
2489.4	5404.52
2488.69	5291.37
2487.98	5318.59
2487.27	5356.32
2486.55	5467.69
2485.84	5386.16
2485.13	5434.37
2484.41	5335.35
2483.7	5387.06
2482.99	5435.26
2482.27	5346.79
2481.56	5240.83
2480.85	5436.14
2480.13	5452.78
2479.42	5497.42
2478.7	5402.01
2477.99	5352.13
2477.28	5372.27
2476.56	5413.4
2475.85	5454.51
2475.13	5499.11
2474.42	5456.26
2473.7	5420.41
2472.99	5454.5
2472.27	5296.31
2471.56	5386.34
2470.84	5441.39
2470.13	5566.3
2469.41	5264.95
2468.69	5609.92
2467.98	5657.91
2467.26	5388.12
2466.55	5645.62
2465.83	5606.31
2465.11	5490.23
2464.4	5702.22
2463.68	5505.91
2462.96	5627.12
2462.25	5629.7
2461.53	5646.23
2460.81	5718.55
2460.1	5822.22
2459.38	5660.94
2458.66	5586.83
2457.95	5575.48
2457.23	5574.58
2456.51	5821.02
2455.79	5739.97
2455.07	5665.91
2454.36	5689.37
2453.64	5883.41
2452.92	5767.6
2452.2	5797.99
2451.48	5804.01
2450.76	5775.25
2450.05	5843.89
2449.33	5766.43
2448.61	5779.41
2447.89	5858.45
2447.17	5829.69
2446.45	5832.23
2445.73	5876.46
2445.01	5823.4
2444.29	5659.18
2443.57	5956.98
2442.85	5935.19
2442.13	5923.81
2441.41	5773.57
2440.69	5859.42
2439.97	5861.94
2439.25	5923.46
2438.53	5915.57
2437.81	5973.58
2437.09	5913.66
2436.37	5919.64
2435.65	5887.48
2434.93	6039.07
2434.21	6027.69
2433.48	6089.1
2432.76	6081.19
2432.04	5889.66
2431.32	5867.92
2430.6	6005.51
2429.88	5935.29
2429.15	6055.51
2428.43	5940.29
2427.71	6143.54
2426.99	6211.76
2426.26	5989.32
2425.54	6095.59
2424.82	6222.59
2424.1	6211.21
2423.37	6206.75
2422.65	6185
2421.93	6111.41
2421.2	5927.25
2420.48	6289.13
2419.76	6284.66
2419.03	6138.56
2418.31	6192.83
2417.58	6157.29
2416.86	6232.26
2416.14	6086.26
2415.41	6099.08
2414.69	6198.18
2413.96	6224.78
2413.24	6168.57
2412.51	6229.67
2411.79	6294.19
2411.06	6055.24
2410.34	6250.78
2409.61	6408.34
2408.89	6272.88
2408.16	6120.24
2407.44	6294.97
2406.71	6324.96
2405.99	6330.83
2405.26	6381.46
2404.53	6308.12
2403.81	6190.05
2403.08	6151.18
2402.35	6515
2401.63	6407.27
2400.9	6223.89
2400.17	6377.68
2399.45	6441.99
2398.72	6458.15
2397.99	6309.26
2397.27	6126.03
2396.54	6465.32
2395.81	6443.66
2395.08	6356.71
2394.36	6341.94
2393.63	6457.7
2392.9	6381.1
2392.17	6613.57
2391.44	6355
2390.72	6336.81
2389.99	6521.12
2389.26	6533.79
2388.53	6494.99
2387.8	6418.47
2387.07	6544.34
2386.34	6409.53
2385.61	6504.5
2384.89	6479.45
2384.16	6646.36
2383.43	6401.95
2382.7	6565.39
2381.97	6595.16
2381.24	6874.98
2380.51	6685.5
2379.78	6598.8
2379.05	6604.58
2378.32	6576.13
