2000.72	25648.5
1999.92	25159.5
1999.13	24915.6
1998.34	25122.8
1997.54	24973.5
1996.75	25404.4
1995.96	25236.2
1995.16	24913.7
1994.37	25426.3
1993.58	25110.2
1992.78	25342.2
1991.99	25230.9
1991.2	25280.2
1990.4	24794.3
1989.61	25495.3
1988.81	25522.5
1988.02	25471
1987.22	25171
1986.43	25538
1985.63	25209.8
1984.84	25485.4
1984.04	25308.3
1983.25	25643.5
1982.45	25890.6
1981.66	25518.7
1980.86	25655.8
1980.07	25704.9
1979.27	25870.2
1978.47	26101.4
1977.68	25786.2
1976.88	25577.8
1976.08	25887.4
1975.29	25836
1974.49	25900.7
1973.69	25792.9
1972.9	25923.4
1972.1	26126.1
1971.3	25933.6
1970.51	26198.8
1969.71	25699.2
1968.91	26020.8
1968.11	26050.9
1967.31	26209.5
1966.52	25869.9
1965.72	26235.2
1964.92	25864.4
1964.12	26263.9
1963.32	26278.3
1962.52	26026.7
1961.72	26006.7
1960.93	26024.2
1960.13	26338.9
1959.33	26306.4
1958.53	26549
1957.73	26560.2
1956.93	26280.7
1956.13	26804.5
1955.33	26881.2
1954.53	26426.8
1953.73	26419.3
1952.93	26714.7
1952.13	26757
1951.33	26815
1950.53	26757.4
1949.72	26671.8
1948.92	26764.1
1948.12	26407
1947.32	26337.1
1946.52	26716.3
1945.72	26655.7
1944.92	26632.5
1944.11	26603.1
1943.31	26542.5
1942.51	26656.5
1941.71	26957.4
1940.91	26847
1940.1	26608.8
1939.3	26781.9
1938.5	26867.7
1937.69	27193.2
1936.89	27039.3
1936.09	26648.8
1935.28	26765.7
1934.48	26804.7
1933.68	26909.1
1932.87	27007.2
1932.07	27403.9
1931.27	26951.5
1930.46	26906.6
1929.66	26706.3
1928.85	26773.3
1928.05	26778.1
1927.24	26888.5
1926.44	26908.9
1925.63	26985.1
1924.83	27452.6
1924.02	27385.9
1923.22	27499.2
1922.41	27178
1921.61	27185.9
1920.8	27665.3
1920	27204.7
1919.19	27423.4
1918.38	27096.3
1917.58	27305.7
1916.77	27418.9
1915.96	27215.9
1915.16	27279.5
1914.35	27014.7
1913.54	27434.5
1912.74	27652.9
1911.93	27412.9
1911.12	27526
1910.31	27509
1909.51	27795.3
1908.7	27626.6
1907.89	27686.9
1907.08	27604.9
1906.27	27983.8
1905.47	27747.2
1904.66	27807.4
1903.85	27839.9
1903.04	27693
1902.23	27790.3
1901.42	27643.5
1900.61	27923.1
1899.8	27748.5
1898.99	28083.6
1898.18	28156
1897.37	27753
1896.56	28087.9
1895.75	28194.3
1894.94	27797.6
1894.13	27882.4
1893.32	27705
1892.51	28156.8
1891.7	27911.5
1890.89	28341.6
1890.08	28380
1889.27	28350.5
1888.46	28219.4
1887.65	28562.8
1886.84	28105.2
1886.02	28223.6
1885.21	28422.1
1884.4	28183.3
1883.59	28117
1882.78	28447.8
1881.96	28763.1
1881.15	28358.2
1880.34	28778
1879.53	28693.2
1878.71	28762.1
1877.9	28615.8
1877.09	28678.6
1876.27	28919.7
1875.46	28675.1
1874.65	28820.9
1873.83	28908.2
1873.02	28934
1872.2	28932.2
1871.39	28893.6
1870.58	28772
1869.76	28770.2
1868.95	29241.1
1868.13	28775.9
1867.32	28878.4
1866.5	28741.6
1865.69	29126.3
1864.87	28762.6
1864.06	29088.9
1863.24	29007.3
1862.43	29195.5
1861.61	29270.3
1860.79	29044.7
1859.98	29560.7
1859.16	29188.1
1858.35	28993.3
1857.53	28875.1
1856.71	29014.1
1855.9	29064.3
1855.08	29074.7
1854.26	29290.1
1853.45	29560.5
1852.63	29283.3
1851.81	29364
1850.99	29508.9
1850.18	29384.6
1849.36	29498.9
1848.54	29173
1847.72	29400.3
1846.9	29703.9
1846.08	29326.2
1845.27	29483.1
1844.45	29130
1843.63	29366.3
1842.81	29355.3
1841.99	29426.6
1841.17	29269
1840.35	29877.4
1839.53	29997.4
1838.71	29452.5
1837.89	29593.9
1837.07	30055.4
1836.25	29635.7
1835.43	29929.4
1834.61	29762.8
1833.79	29666.4
1832.97	29396.3
1832.15	29793.4
1831.33	30147.7
1830.51	29902.1
1829.69	29629.1
1828.87	29843.3
1828.05	29844.3
1827.22	29827.1
1826.4	30381.8
1825.58	29966
1824.76	30183
1823.94	29730.9
1823.11	29966
1822.29	29930.5
1821.47	29785.7
1820.65	30236.5
1819.82	29784.7
1819	29913.3
1818.18	29795.9
1817.35	29869.8
1816.53	30235.2
1815.71	30239.1
1814.88	30370.6
